"V1"|"V2"
"3166"|"103456"|"100841"
"3167"|"103456"|"104112"
"3168"|"103456"|"100937"
"3169"|"103456"|"100658"
"3170"|"103456"|"101847"
"3171"|"103456"|"100923"
"3172"|"103456"|"106677"
"3173"|"103456"|"100831"
"3174"|"103456"|"108836"
"3175"|"103456"|"100989"
"3176"|"103456"|"108834"
"3177"|"103456"|"101852"
"3178"|"103456"|"107142"
"3179"|"103456"|"108561"
"3180"|"103456"|"101308"
"3181"|"103457"|"106442"
"3182"|"103457"|"106948"
"3183"|"103457"|"107429"
"3184"|"103457"|"107079"
"3185"|"103457"|"109647"
"3186"|"103468"|"106613"
"3187"|"103468"|"102789"
"3188"|"103468"|"102154"
"3189"|"103468"|"105226"
"3190"|"103468"|"100973"
"3191"|"103468"|"100895"
"3192"|"103469"|"109132"
"3193"|"103469"|"101620"
"3194"|"103469"|"101028"
"3195"|"103469"|"107705"
"3196"|"103469"|"108666"
"3197"|"103469"|"104294"
"3198"|"103469"|"103962"
"3199"|"103469"|"107818"
"3200"|"103469"|"104157"
"3201"|"103469"|"105601"
"3202"|"103469"|"108954"
"3203"|"103469"|"102276"
"3204"|"103469"|"108985"
"3205"|"103469"|"105955"
"3206"|"103469"|"105897"
"3207"|"103470"|"104432"
"3208"|"103470"|"105389"
"3209"|"103470"|"100327"
"3210"|"103470"|"106638"
"3211"|"103473"|"102239"
"3212"|"103473"|"104196"
"3213"|"103473"|"103373"
"3214"|"103473"|"102525"
"3215"|"103483"|"103595"
"3216"|"103483"|"109586"
"3217"|"103483"|"103495"
"3218"|"103495"|"106750"
"3219"|"103495"|"107531"
"3220"|"103495"|"102511"
"3221"|"103495"|"102560"
"3222"|"103500"|"102386"
"3223"|"103500"|"100421"
"3224"|"103500"|"103659"
"3225"|"103500"|"100392"
"3226"|"103500"|"100268"
"3227"|"103500"|"100299"
"3228"|"103500"|"101767"
"3229"|"103500"|"104391"
"3230"|"103500"|"103503"
"3231"|"103500"|"100287"
"3232"|"103500"|"101276"
"3233"|"103500"|"100332"
"3234"|"103500"|"100293"
"3235"|"103500"|"100302"
"3236"|"103500"|"104020"
"3237"|"103503"|"104391"
"3238"|"103503"|"101827"
"3239"|"103503"|"101767"
"3240"|"103503"|"100435"
"3241"|"103503"|"100268"
"3242"|"103503"|"103500"
"3243"|"103503"|"102386"
"3244"|"103503"|"100371"
"3245"|"103503"|"100194"
"3246"|"103503"|"100200"
"3247"|"103503"|"103205"
"3248"|"103503"|"100332"
"3249"|"103503"|"104020"
"3250"|"103503"|"102157"
"3251"|"103503"|"100175"
"3252"|"103536"|"107347"
"3253"|"103536"|"101750"
"3254"|"103536"|"106324"
"3255"|"103536"|"105370"
"3256"|"103536"|"100686"
"3257"|"103536"|"107740"
"3258"|"103536"|"107701"
"3259"|"103536"|"101714"
"3260"|"103536"|"106450"
"3261"|"103536"|"106443"
"3262"|"103536"|"101129"
"3263"|"103536"|"103632"
"3264"|"103536"|"104293"
"3265"|"103536"|"108164"
"3266"|"103536"|"107803"
"3267"|"103542"|"107004"
"3268"|"103554"|"102600"
"3269"|"103554"|"105950"
"3270"|"103554"|"104502"
"3271"|"103554"|"101002"
"3272"|"103554"|"109406"
"3273"|"103554"|"103567"
"3274"|"103554"|"109065"
"3275"|"103554"|"109257"
"3276"|"103559"|"104410"
"3277"|"103559"|"100973"
"3278"|"103559"|"104865"
"3279"|"103559"|"109453"
"3280"|"103559"|"109406"
"3281"|"103559"|"103468"
"3282"|"103559"|"104812"
"3283"|"103559"|"107630"
"3284"|"103559"|"109725"
"3285"|"103559"|"106951"
"3286"|"103559"|"100881"
"3287"|"103559"|"102745"
"3288"|"103559"|"103067"
"3289"|"103567"|"107742"
"3290"|"103567"|"108954"
"3291"|"103567"|"107816"
"3292"|"103567"|"105109"
"3293"|"103567"|"104373"
"3294"|"103567"|"109132"
"3295"|"103567"|"101620"
"3296"|"103567"|"100961"
"3297"|"103567"|"104812"
"3298"|"103567"|"107002"
"3299"|"103567"|"106195"
"3300"|"103567"|"102768"
"3301"|"103567"|"105795"
"3302"|"103567"|"104502"
"3303"|"103567"|"109641"
"3304"|"103595"|"103483"
"3305"|"103595"|"109228"
"3306"|"103595"|"103495"
"3307"|"103595"|"103332"
"3308"|"103595"|"106750"
"3309"|"103595"|"102511"
"3310"|"103595"|"106660"
"3311"|"103597"|"104219"
"3312"|"103609"|"107619"
"3313"|"103609"|"104384"
"3314"|"103609"|"107987"
"3315"|"103609"|"108940"
"3316"|"103609"|"107628"
"3317"|"103609"|"109733"
"3318"|"103609"|"103067"
"3319"|"103609"|"108386"
"3320"|"103609"|"108743"
"3321"|"103609"|"100881"
"3322"|"103609"|"102939"
"3323"|"103609"|"109436"
"3324"|"103609"|"107620"
"3325"|"103610"|"105480"
"3326"|"103610"|"102767"
"3327"|"103610"|"106729"
"3328"|"103610"|"104091"
"3329"|"103610"|"109065"
"3330"|"103610"|"104500"
"3331"|"103610"|"107667"
"3332"|"103610"|"100828"
"3333"|"103610"|"104851"
"3334"|"103610"|"107877"
"3335"|"103610"|"106591"
"3336"|"103610"|"103724"
"3337"|"103610"|"106951"
"3338"|"103610"|"103567"
"3339"|"103610"|"107818"
"3340"|"103611"|"106780"
"3341"|"103614"|"104862"
"3342"|"103614"|"100609"
"3343"|"103614"|"100854"
"3344"|"103614"|"102946"
"3345"|"103614"|"102291"
"3346"|"103614"|"104927"
"3347"|"103614"|"105314"
"3348"|"103614"|"104533"
"3349"|"103620"|"106324"
"3350"|"103620"|"102198"
"3351"|"103620"|"100686"
"3352"|"103620"|"105303"
"3353"|"103620"|"101129"
"3354"|"103620"|"106414"
"3355"|"103620"|"106443"
"3356"|"103623"|"103293"
"3357"|"103623"|"101595"
"3358"|"103623"|"103068"
"3359"|"103623"|"101618"
"3360"|"103623"|"106712"
"3361"|"103623"|"102873"
"3362"|"103623"|"101541"
"3363"|"103623"|"107011"
"3364"|"103623"|"103849"
"3365"|"103623"|"103872"
"3366"|"103625"|"101931"
"3367"|"103625"|"100501"
"3368"|"103625"|"102044"
"3369"|"103625"|"102060"
"3370"|"103625"|"102079"
"3371"|"103629"|"108444"
"3372"|"103629"|"104678"
"3373"|"103629"|"105734"
"3374"|"103629"|"104848"
"3375"|"103632"|"106601"
"3376"|"103632"|"106443"
"3377"|"103632"|"107803"
"3378"|"103632"|"106414"
"3379"|"103632"|"101129"
"3380"|"103632"|"107666"
"3381"|"103632"|"102411"
"3382"|"103632"|"100686"
"3383"|"103632"|"105448"
"3384"|"103632"|"106324"
"3385"|"103632"|"102198"
"3386"|"103632"|"102189"
"3387"|"103659"|"100392"
"3388"|"103659"|"100302"
"3389"|"103659"|"100203"
"3390"|"103659"|"106470"
"3391"|"103659"|"100287"
"3392"|"103659"|"100360"
"3393"|"103659"|"100175"
"3394"|"103659"|"100440"
"3395"|"103659"|"104020"
"3396"|"103659"|"100423"
"3397"|"103659"|"100435"
"3398"|"103675"|"109110"
"3399"|"103675"|"101620"
"3400"|"103675"|"101266"
"3401"|"103675"|"103962"
"3402"|"103675"|"109065"
"3403"|"103675"|"109257"
"3404"|"103675"|"108954"
"3405"|"103675"|"104157"
"3406"|"103675"|"103299"
"3407"|"103675"|"101052"
"3408"|"103675"|"109641"
"3409"|"103675"|"106002"
"3410"|"103675"|"105955"
"3411"|"103675"|"100109"
"3412"|"103675"|"104629"
"3413"|"103676"|"106614"
"3414"|"103676"|"102315"
"3415"|"103676"|"103693"
"3416"|"103676"|"105252"
"3417"|"103676"|"105254"
"3418"|"103676"|"105253"
"3419"|"103676"|"102291"
"3420"|"103676"|"108678"
"3421"|"103676"|"106567"
"3422"|"103676"|"100433"
"3423"|"103676"|"109434"
"3424"|"103676"|"102324"
"3425"|"103676"|"103688"
"3426"|"103676"|"104501"
"3427"|"103676"|"107088"
"3428"|"103687"|"103980"
"3429"|"103687"|"107096"
"3430"|"103687"|"101505"
"3431"|"103687"|"101506"
"3432"|"103687"|"101489"
"3433"|"103687"|"104149"
"3434"|"103687"|"101494"
"3435"|"103687"|"101760"
"3436"|"103687"|"108931"
"3437"|"103687"|"108929"
"3438"|"103687"|"101534"
"3439"|"103687"|"101644"
"3440"|"103687"|"101491"
"3441"|"103687"|"102698"
"3442"|"103687"|"100105"
"3443"|"103688"|"102315"
"3444"|"103688"|"109473"
"3445"|"103688"|"102725"
"3446"|"103688"|"103676"
"3447"|"103688"|"105253"
"3448"|"103688"|"105254"
"3449"|"103688"|"102856"
"3450"|"103688"|"102841"
"3451"|"103688"|"105258"
"3452"|"103688"|"106611"
"3453"|"103688"|"105273"
"3454"|"103688"|"109434"
"3455"|"103688"|"105252"
"3456"|"103688"|"106567"
"3457"|"103688"|"104742"
"3458"|"103693"|"102841"
"3459"|"103693"|"109434"
"3460"|"103693"|"105252"
"3461"|"103693"|"102365"
"3462"|"103693"|"105258"
"3463"|"103693"|"102324"
"3464"|"103693"|"102315"
"3465"|"103693"|"102812"
"3466"|"103693"|"102314"
"3467"|"103697"|"101080"
"3468"|"103712"|"107872"
"3469"|"103724"|"104574"
"3470"|"103724"|"109871"
"3471"|"103724"|"104812"
"3472"|"103724"|"109325"
"3473"|"103724"|"105330"
"3474"|"103724"|"103939"
"3475"|"103724"|"103610"
"3476"|"103724"|"107877"
"3477"|"103724"|"104630"
"3478"|"103724"|"102807"
"3479"|"103724"|"100523"
"3480"|"103724"|"100973"
"3481"|"103724"|"102874"
"3482"|"103724"|"103559"
"3483"|"103724"|"109565"
"3484"|"103733"|"105327"
"3485"|"103733"|"101090"
"3486"|"103733"|"107605"
"3487"|"103733"|"108940"
"3488"|"103733"|"109411"
"3489"|"103733"|"103866"
"3490"|"103733"|"104777"
"3491"|"103733"|"104770"
"3492"|"103733"|"109710"
"3493"|"103733"|"101783"
"3494"|"103733"|"106958"
"3495"|"103733"|"108182"
"3496"|"103733"|"107630"
"3497"|"103733"|"109733"
"3498"|"103733"|"104929"
"3499"|"103755"|"107009"
"3500"|"103755"|"105484"
"3501"|"103755"|"103623"
"3502"|"103755"|"106321"
"3503"|"103755"|"105024"
"3504"|"103755"|"109076"
"3505"|"103755"|"109433"
"3506"|"103755"|"103293"
"3507"|"103755"|"100962"
"3508"|"103774"|"104679"
"3509"|"103774"|"101052"
"3510"|"103845"|"105275"
"3511"|"103845"|"106628"
"3512"|"103845"|"100109"
"3513"|"103845"|"100042"
"3514"|"103845"|"105110"
"3515"|"103845"|"109641"
"3516"|"103845"|"104629"
"3517"|"103845"|"102276"
"3518"|"103845"|"108901"
"3519"|"103845"|"107735"
"3520"|"103845"|"106180"
"3521"|"103845"|"103675"
"3522"|"103845"|"104157"
"3523"|"103845"|"109632"
"3524"|"103845"|"104373"
"3525"|"103846"|"103733"
"3526"|"103846"|"104804"
"3527"|"103846"|"109210"
"3528"|"103846"|"106613"
"3529"|"103847"|"104812"
"3530"|"103847"|"104657"
"3531"|"103847"|"101052"
"3532"|"103847"|"104770"
"3533"|"103847"|"105043"
"3534"|"103847"|"109963"
"3535"|"103847"|"102770"
"3536"|"103847"|"108196"
"3537"|"103847"|"105327"
"3538"|"103847"|"102970"
"3539"|"103847"|"104376"
"3540"|"103847"|"100489"
"3541"|"103847"|"102154"
"3542"|"103847"|"104500"
"3543"|"103847"|"107818"
"3544"|"103849"|"101654"
"3545"|"103849"|"103068"
"3546"|"103849"|"100980"
"3547"|"103849"|"105024"
"3548"|"103849"|"109076"
"3549"|"103859"|"100423"
"3550"|"103864"|"102238"
"3551"|"103864"|"106660"
"3552"|"103864"|"102564"
"3553"|"103864"|"104219"
"3554"|"103864"|"103373"
"3555"|"103864"|"101248"
"3556"|"103864"|"109845"
"3557"|"103864"|"109117"
"3558"|"103864"|"104919"
"3559"|"103864"|"104683"
"3560"|"103864"|"108555"
"3561"|"103866"|"105327"
"3562"|"103866"|"105235"
"3563"|"103866"|"107556"
"3564"|"103866"|"107122"
"3565"|"103866"|"102970"
"3566"|"103866"|"103733"
"3567"|"103866"|"108796"
"3568"|"103866"|"107628"
"3569"|"103866"|"109803"
"3570"|"103866"|"102939"
"3571"|"103866"|"106425"
"3572"|"103866"|"107717"
"3573"|"103866"|"109325"
"3574"|"103866"|"102154"
"3575"|"103866"|"103933"
"3576"|"103870"|"100895"
"3577"|"103870"|"106425"
"3578"|"103870"|"107357"
"3579"|"103870"|"105075"
"3580"|"103870"|"105327"
"3581"|"103870"|"107628"
"3582"|"103870"|"104657"
"3583"|"103870"|"102770"
"3584"|"103870"|"103940"
"3585"|"103870"|"105855"
"3586"|"103870"|"106951"
"3587"|"103870"|"106958"
"3588"|"103870"|"109325"
"3589"|"103870"|"107717"
"3590"|"103870"|"105482"
"3591"|"103872"|"101541"
"3592"|"103872"|"106952"
"3593"|"103872"|"101266"
"3594"|"103872"|"101002"
"3595"|"103872"|"103623"
"3596"|"103872"|"107894"
"3597"|"103872"|"104502"
"3598"|"103872"|"100980"
"3599"|"103872"|"106729"
"3600"|"103872"|"102288"
"3601"|"103872"|"102995"
"3602"|"103872"|"100797"
"3603"|"103872"|"107227"
"3604"|"103872"|"101651"
"3605"|"103872"|"105024"
"3606"|"103886"|"101420"
"3607"|"103886"|"101571"
"3608"|"103886"|"105025"
"3609"|"103886"|"108376"
"3610"|"103886"|"100459"
"3611"|"103896"|"105258"
"3612"|"103896"|"106567"
"3613"|"103896"|"104742"
"3614"|"103896"|"102812"
"3615"|"103902"|"105273"
"3616"|"103902"|"109434"
"3617"|"103902"|"106567"
"3618"|"103902"|"105258"
"3619"|"103902"|"102812"
"3620"|"103902"|"103676"
"3621"|"103902"|"106611"
"3622"|"103904"|"105273"
"3623"|"103904"|"102314"
"3624"|"103904"|"109434"
"3625"|"103904"|"106611"
"3626"|"103904"|"103676"
"3627"|"103904"|"105254"
"3628"|"103904"|"106567"
"3629"|"103904"|"103058"
"3630"|"103904"|"109473"
"3631"|"103904"|"105253"
"3632"|"103905"|"106614"
"3633"|"103905"|"102365"
"3634"|"103905"|"105253"
"3635"|"103905"|"107088"
"3636"|"103905"|"105273"
"3637"|"103905"|"104860"
"3638"|"103905"|"102812"
"3639"|"103905"|"102856"
"3640"|"103905"|"109473"
"3641"|"103905"|"102725"
"3642"|"103905"|"106611"
"3643"|"103905"|"109434"
"3644"|"103905"|"102841"
"3645"|"103905"|"103693"
"3646"|"103905"|"103058"
"3647"|"103909"|"104742"
"3648"|"103909"|"105258"
"3649"|"103929"|"106914"
"3650"|"103929"|"101022"
"3651"|"103929"|"101547"
"3652"|"103929"|"107199"
"3653"|"103929"|"105085"
"3654"|"103933"|"107628"
"3655"|"103933"|"104844"
"3656"|"103933"|"107703"
"3657"|"103933"|"107605"
"3658"|"103933"|"105043"
"3659"|"103933"|"106425"
"3660"|"103933"|"101783"
"3661"|"103933"|"106958"
"3662"|"103933"|"105075"
"3663"|"103933"|"104378"
"3664"|"103933"|"102617"
"3665"|"103933"|"109733"
"3666"|"103933"|"102303"
"3667"|"103933"|"106465"
"3668"|"103933"|"104929"
"3669"|"103939"|"108985"
"3670"|"103939"|"102970"
"3671"|"103939"|"106381"
"3672"|"103939"|"102617"
"3673"|"103939"|"100598"
"3674"|"103939"|"103567"
"3675"|"103939"|"106729"
"3676"|"103939"|"109565"
"3677"|"103939"|"107321"
"3678"|"103939"|"104500"
"3679"|"103939"|"101135"
"3680"|"103939"|"104144"
"3681"|"103939"|"109871"
"3682"|"103939"|"108196"
"3683"|"103939"|"109359"
"3684"|"103940"|"109963"
"3685"|"103940"|"105482"
"3686"|"103940"|"102184"
"3687"|"103940"|"108444"
"3688"|"103940"|"107122"
"3689"|"103940"|"104861"
"3690"|"103940"|"106381"
"3691"|"103940"|"105855"
"3692"|"103940"|"104476"
"3693"|"103940"|"103847"
"3694"|"103940"|"106412"
"3695"|"103940"|"105109"
"3696"|"103954"|"103614"
"3697"|"103954"|"102177"
"3698"|"103954"|"100182"
"3699"|"103954"|"105314"
"3700"|"103958"|"105168"
"3701"|"103958"|"101783"
"3702"|"103958"|"104804"
"3703"|"103958"|"105324"
"3704"|"103958"|"106285"
"3705"|"103958"|"102303"
"3706"|"103962"|"104137"
"3707"|"103962"|"107705"
"3708"|"103962"|"101101"
"3709"|"103962"|"108985"
"3710"|"103962"|"104629"
"3711"|"103962"|"105109"
"3712"|"103962"|"106951"
"3713"|"103962"|"104294"
"3714"|"103962"|"109132"
"3715"|"103962"|"105988"
"3716"|"103962"|"100953"
"3717"|"103962"|"102582"
"3718"|"103962"|"104777"
"3719"|"103962"|"102276"
"3720"|"103962"|"100828"
"3721"|"103963"|"104352"
"3722"|"103963"|"102291"
"3723"|"103963"|"105165"
"3724"|"103963"|"104317"
"3725"|"103963"|"100514"
"3726"|"103963"|"105206"
"3727"|"103963"|"105132"
"3728"|"103963"|"104356"
"3729"|"103963"|"104631"
"3730"|"103963"|"106488"
"3731"|"103963"|"105314"
"3732"|"103963"|"105133"
"3733"|"103963"|"100082"
"3734"|"103963"|"100182"
"3735"|"103963"|"104368"
"3736"|"103965"|"109596"
"3737"|"103965"|"104098"
"3738"|"103965"|"103984"
"3739"|"103965"|"100510"
"3740"|"103965"|"105165"
"3741"|"103965"|"103971"
"3742"|"103965"|"104000"
"3743"|"103965"|"104095"
"3744"|"103965"|"103995"
"3745"|"103965"|"104352"
"3746"|"103965"|"105489"
"3747"|"103971"|"103998"
"3748"|"103971"|"104483"
"3749"|"103971"|"100473"
"3750"|"103971"|"106612"
"3751"|"103971"|"105165"
"3752"|"103980"|"105409"
"3753"|"103980"|"108934"
"3754"|"103980"|"101644"
"3755"|"103980"|"101760"
"3756"|"103980"|"101494"
"3757"|"103980"|"108931"
"3758"|"103984"|"104490"
"3759"|"103984"|"104631"
"3760"|"103984"|"103996"
"3761"|"103984"|"104098"
"3762"|"103984"|"102391"
"3763"|"103984"|"100514"
"3764"|"103984"|"104325"
"3765"|"103984"|"106488"
"3766"|"103984"|"105489"
"3767"|"103984"|"100473"
"3768"|"103984"|"103965"
"3769"|"103984"|"104486"
"3770"|"103984"|"104368"
"3771"|"103984"|"100510"
"3772"|"103984"|"107745"
"3773"|"103989"|"104356"
"3774"|"103989"|"104317"
"3775"|"103989"|"104000"
"3776"|"103989"|"104483"
"3777"|"103995"|"102391"
"3778"|"103995"|"104000"
"3779"|"103995"|"107745"
"3780"|"103995"|"103996"
"3781"|"103995"|"104046"
"3782"|"103995"|"105165"
"3783"|"103995"|"100473"
"3784"|"103995"|"104095"
"3785"|"103995"|"100510"
"3786"|"103996"|"103984"
"3787"|"103996"|"104483"
"3788"|"103996"|"109596"
"3789"|"103996"|"100510"
"3790"|"103996"|"105489"
"3791"|"103996"|"104356"
"3792"|"103998"|"105061"
"3793"|"104000"|"104095"
"3794"|"104000"|"100510"
"3795"|"104000"|"103965"
"3796"|"104000"|"105132"
"3797"|"104000"|"105206"
"3798"|"104000"|"106488"
"3799"|"104000"|"105211"
"3800"|"104000"|"104483"
"3801"|"104000"|"100473"
"3802"|"104000"|"104997"
"3803"|"104000"|"106612"
"3804"|"104000"|"104488"
"3805"|"104000"|"104356"
"3806"|"104000"|"104315"
"3807"|"104000"|"104368"
"3808"|"104020"|"100302"
"3809"|"104020"|"103659"
"3810"|"104020"|"104560"
"3811"|"104020"|"104391"
"3812"|"104039"|"105211"
"3813"|"104039"|"104533"
"3814"|"104039"|"100519"
"3815"|"104039"|"105133"
"3816"|"104044"|"104500"
"3817"|"104044"|"102934"
"3818"|"104044"|"106412"
"3819"|"104044"|"106628"
"3820"|"104044"|"103610"
"3821"|"104044"|"107816"
"3822"|"104044"|"100489"
"3823"|"104044"|"106729"
"3824"|"104044"|"109065"
"3825"|"104044"|"100042"
"3826"|"104044"|"107742"
"3827"|"104044"|"104502"
"3828"|"104044"|"102769"
"3829"|"104044"|"101052"
"3830"|"104044"|"102582"
"3831"|"104046"|"104000"
"3832"|"104046"|"104483"
"3833"|"104046"|"104352"
"3834"|"104046"|"109596"
"3835"|"104046"|"105117"
"3836"|"104046"|"104368"
"3837"|"104059"|"103567"
"3838"|"104059"|"104434"
"3839"|"104059"|"101541"
"3840"|"104059"|"102769"
"3841"|"104062"|"102492"
"3842"|"104062"|"101971"
"3843"|"104062"|"101921"
"3844"|"104062"|"100501"
"3845"|"104062"|"101958"
"3846"|"104063"|"104533"
"3847"|"104063"|"107657"
"3848"|"104063"|"104927"
"3849"|"104063"|"101135"
"3850"|"104063"|"100854"
"3851"|"104063"|"107556"
"3852"|"104063"|"109710"
"3853"|"104063"|"107987"
"3854"|"104063"|"102970"
"3855"|"104063"|"108743"
"3856"|"104063"|"105327"
"3857"|"104063"|"107595"
"3858"|"104063"|"108845"
"3859"|"104063"|"100598"
"3860"|"104063"|"107626"
"3861"|"104091"|"102769"
"3862"|"104091"|"101415"
"3863"|"104091"|"107326"
"3864"|"104091"|"101121"
"3865"|"104091"|"104500"
"3866"|"104091"|"101595"
"3867"|"104095"|"104356"
"3868"|"104095"|"106488"
"3869"|"104095"|"104098"
"3870"|"104095"|"105165"
"3871"|"104095"|"105133"
"3872"|"104095"|"105314"
"3873"|"104095"|"104000"
"3874"|"104095"|"103995"
"3875"|"104095"|"100473"
"3876"|"104095"|"102391"
"3877"|"104095"|"103963"
"3878"|"104095"|"104490"
"3879"|"104095"|"104631"
"3880"|"104095"|"106612"
"3881"|"104095"|"105211"
"3882"|"104098"|"107745"
"3883"|"104098"|"104352"
"3884"|"104098"|"105165"
"3885"|"104098"|"104317"
"3886"|"104098"|"105489"
"3887"|"104098"|"104000"
"3888"|"104098"|"104368"
"3889"|"104098"|"100510"
"3890"|"104098"|"103965"
"3891"|"104098"|"109596"
"3892"|"104098"|"102391"
"3893"|"104098"|"106612"
"3894"|"104098"|"104631"
"3895"|"104103"|"107721"
"3896"|"104112"|"100082"
"3897"|"104112"|"100923"
"3898"|"104112"|"101852"
"3899"|"104112"|"108845"
"3900"|"104112"|"102416"
"3901"|"104112"|"106677"
"3902"|"104112"|"103954"
"3903"|"104112"|"103456"
"3904"|"104112"|"101847"
"3905"|"104112"|"102292"
"3906"|"104112"|"102982"
"3907"|"104112"|"102768"
"3908"|"104112"|"108711"
"3909"|"104112"|"100831"
"3910"|"104112"|"104271"
"3911"|"104137"|"104294"
"3912"|"104137"|"103962"
"3913"|"104137"|"100828"
"3914"|"104137"|"101620"
"3915"|"104137"|"103567"
"3916"|"104137"|"105632"
"3917"|"104137"|"103469"
"3918"|"104137"|"102276"
"3919"|"104137"|"104629"
"3920"|"104137"|"100953"
"3921"|"104137"|"106591"
"3922"|"104137"|"103044"
"3923"|"104137"|"103299"
"3924"|"104137"|"106628"
"3925"|"104137"|"102179"
"3926"|"104138"|"100905"
"3927"|"104138"|"102672"
"3928"|"104139"|"106195"
"3929"|"104139"|"107894"
"3930"|"104139"|"107742"
"3931"|"104139"|"104295"
"3932"|"104139"|"107227"
"3933"|"104139"|"106729"
"3934"|"104139"|"105330"
"3935"|"104139"|"101002"
"3936"|"104139"|"104881"
"3937"|"104139"|"109406"
"3938"|"104139"|"101552"
"3939"|"104139"|"104434"
"3940"|"104139"|"104502"
"3941"|"104139"|"103610"
"3942"|"104139"|"102582"
"3943"|"104144"|"104091"
"3944"|"104144"|"109110"
"3945"|"104144"|"102582"
"3946"|"104144"|"102644"
"3947"|"104144"|"103610"
"3948"|"104144"|"104498"
"3949"|"104144"|"107667"
"3950"|"104144"|"103939"
"3951"|"104144"|"102769"
"3952"|"104144"|"101266"
"3953"|"104144"|"104761"
"3954"|"104149"|"105409"
"3955"|"104149"|"108929"
"3956"|"104149"|"103687"
"3957"|"104157"|"106729"
"3958"|"104157"|"103469"
"3959"|"104157"|"107321"
"3960"|"104157"|"107742"
"3961"|"104157"|"103939"
"3962"|"104157"|"109132"
"3963"|"104157"|"104629"
"3964"|"104157"|"104777"
"3965"|"104157"|"105897"
"3966"|"104157"|"109257"
"3967"|"104157"|"103847"
"3968"|"104157"|"105109"
"3969"|"104157"|"106195"
"3970"|"104157"|"104294"
"3971"|"104157"|"105955"
"3972"|"104196"|"108555"
"3973"|"104196"|"104920"
"3974"|"104196"|"105503"
"3975"|"104196"|"104219"
"3976"|"104196"|"103373"
"3977"|"104196"|"100050"
"3978"|"104196"|"108603"
"3979"|"104196"|"102229"
"3980"|"104196"|"102239"
"3981"|"104196"|"107243"
"3982"|"104196"|"109047"
"3983"|"104196"|"109845"
"3984"|"104201"|"106002"
"3985"|"104201"|"106426"
"3986"|"104201"|"103773"
"3987"|"104205"|"105258"
"3988"|"104205"|"106567"
"3989"|"104209"|"105254"
"3990"|"104209"|"102812"
"3991"|"104209"|"106611"
"3992"|"104209"|"102841"
"3993"|"104209"|"102725"
"3994"|"104209"|"106567"
"3995"|"104209"|"109434"
"3996"|"104209"|"102856"
"3997"|"104209"|"102315"
"3998"|"104219"|"104196"
"3999"|"104219"|"103864"
"4000"|"104219"|"103473"
"4001"|"104219"|"103597"
"4002"|"104219"|"104231"
"4003"|"104219"|"103149"
"4004"|"104219"|"101248"
"4005"|"104219"|"103162"
"4006"|"104219"|"107721"
"4007"|"104219"|"103373"
"4008"|"104219"|"104920"
"4009"|"104219"|"102238"
"4010"|"104219"|"102525"
"4011"|"104219"|"107133"
"4012"|"104219"|"100790"
"4013"|"104231"|"104219"
"4014"|"104244"|"100102"
"4015"|"104244"|"101420"
"4016"|"104271"|"106390"
"4017"|"104271"|"107637"
"4018"|"104271"|"104112"
"4019"|"104271"|"106010"
"4020"|"104271"|"102292"
"4021"|"104271"|"106540"
"4022"|"104271"|"101627"
"4023"|"104271"|"106555"
"4024"|"104271"|"106552"
"4025"|"104293"|"107666"
"4026"|"104293"|"107803"
"4027"|"104293"|"105097"
"4028"|"104293"|"105448"
"4029"|"104293"|"102189"
"4030"|"104293"|"102411"
"4031"|"104293"|"107802"
"4032"|"104293"|"106450"
"4033"|"104293"|"106443"
"4034"|"104293"|"101129"
"4035"|"104294"|"109110"
"4036"|"104294"|"103939"
"4037"|"104294"|"101808"
"4038"|"104294"|"104679"
"4039"|"104294"|"101266"
"4040"|"104294"|"103845"
"4041"|"104294"|"101028"
"4042"|"104294"|"106712"
"4043"|"104294"|"103567"
"4044"|"104294"|"104761"
"4045"|"104294"|"105955"
"4046"|"104294"|"100797"
"4047"|"104294"|"105795"
"4048"|"104294"|"101002"
"4049"|"104294"|"104382"
"4050"|"104295"|"105503"
"4051"|"104295"|"103554"
"4052"|"104295"|"107742"
"4053"|"104295"|"101829"
"4054"|"104295"|"102153"
"4055"|"104295"|"104502"
"4056"|"104295"|"104382"
"4057"|"104295"|"107816"
"4058"|"104295"|"106729"
"4059"|"104295"|"102768"
"4060"|"104295"|"102288"
"4061"|"104298"|"103288"
"4062"|"104298"|"104881"
"4063"|"104298"|"107949"
"4064"|"104298"|"100923"
"4065"|"104298"|"102153"
"4066"|"104301"|"103168"
"4067"|"104307"|"105202"
"4068"|"104307"|"102391"
"4069"|"104307"|"104486"
"4070"|"104307"|"105165"
"4071"|"104307"|"104095"
"4072"|"104307"|"106612"
"4073"|"104307"|"103984"
"4074"|"104315"|"104000"
"4075"|"104317"|"107745"
"4076"|"104317"|"104490"
"4077"|"104317"|"104368"
"4078"|"104317"|"105165"
"4079"|"104317"|"100514"
"4080"|"104317"|"105489"
"4081"|"104317"|"109596"
"4082"|"104317"|"102391"
"4083"|"104317"|"104483"
"4084"|"104317"|"103984"
"4085"|"104317"|"106612"
"4086"|"104325"|"104352"
"4087"|"104325"|"104483"
"4088"|"104325"|"104356"
"4089"|"104328"|"104352"
"4090"|"104328"|"106631"
"4091"|"104352"|"105206"
"4092"|"104352"|"105133"
"4093"|"104352"|"105211"
"4094"|"104352"|"109596"
"4095"|"104352"|"104317"
"4096"|"104352"|"105165"
"4097"|"104352"|"103965"
