state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Oregon"|"Harney County"|7267|3244|.9156461|.0048163|0|.0510527|.0972891|2.19|.7219482|121300|648|.028|40735|.074|.9272051|.0758222|"Catholic"|"Mormon"|"Evangelical Protestant"
"Oregon"|"Hood River County"|23209|8600|.8909906|.0058598|.0165022|.3142315|.3365936|2.58|.6723256|373600|1133|.023|65679|.011|.9124478|.1144814|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Oregon"|"Jackson County"|216574|88241|.9130921|.0068614|.0130994|.128261|.1524744|2.41|.6322684|280300|993|.01|53412|.107|.9210524|.1224247|"Evangelical Protestant"|"Catholic"|""
"Oregon"|"Jefferson County"|23607|8094|.707968|.0077096|.0061846|.1997289|.2148515|2.78|.6807511|224600|839|.024|53277|.117|.8658449|.0886601|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Oregon"|"Josephine County"|86251|36367|.9235603|.0051246|.0100405|.0742948|.0866541|2.34|.6631287|265500|908|.011|45616|.124|.9134503|.081402|"Evangelical Protestant"|""|""
"Oregon"|"Klamath County"|66921|27886|.8702799|.0072175|.0101911|.1306017|.1417791|2.36|.6427598|170600|772|.014|46491|.137|.906696|.0884326|"Evangelical Protestant"|"Catholic"|"Mormon"
"Oregon"|"Lake County"|7837|3515|.9178257|.0034452|.010846|.0816639|.1103739|2.06|.6190612|146800|709|.024|37898|.165|.8567054|.0837055|"Evangelical Protestant"|"Catholic"|"Mormon"
"Oregon"|"Lane County"|373340|152312|.8654363|.0108855|.0271254|.0886832|.1279584|2.4|.5866839|263200|989|.005|52426|.097|.9254754|.1263299|"Evangelical Protestant"|"Catholic"|"Mormon"
"Oregon"|"Lincoln County"|48547|21298|.8823408|.0055822|.012421|.091602|.1139308|2.25|.6562588|251200|924|.011|47882|.112|.8992317|.114075|"Evangelical Protestant"|"Catholic"|"Mormon"
"Oregon"|"Linn County"|125048|47762|.8959439|.0050141|.0107479|.091109|.1338686|2.59|.6437754|221600|964|.01|55893|.09|.9229656|.0923565|"Evangelical Protestant"|"Catholic"|""
"Oregon"|"Malheur County"|30412|10062|.8973761|.0113442|.0141392|.3372682|.303663|2.65|.5828861|135900|688|.018|43313|.168|.7989938|.0553071|"Catholic"|"Mormon"|"Evangelical Protestant"
"Oregon"|"Marion County"|339641|118038|.8125786|.0123483|.0206071|.2658013|.3035646|2.79|.6023569|247100|985|.006|59625|.1|.9027355|.1022962|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Oregon"|"Morrow County"|11303|4108|.8963107|.0026542|.006193|.3650358|.3885694|2.74|.7000974|138100|790|.029|54269|.106|.9039193|.0391047|"Catholic"|"Evangelical Protestant"|"Mormon"
"Oregon"|"Multnomah County"|804606|326229|.7794175|.0546702|.0742164|.1159275|.2435242|2.41|.5452887|386200|1237|.004|69176|.084|.9271494|.2012762|"Catholic"|"Catholic"|"Evangelical Protestant"
"Oregon"|"Polk County"|83037|30305|.881041|.0082614|.01857|.1390344|.1884461|2.68|.6626299|265200|994|.011|62691|.078|.9420981|.122319|"Evangelical Protestant"|"Mormon"|"Catholic"
"Oregon"|"Sherman County"|1642|748|.9159561|.001827|.001218|.0493301|.0694275|2.18|.6457219|159800|742|.04|51071|.09|.909257|.090134|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Oregon"|"Tillamook County"|26389|10784|.9307287|.0041684|.0068589|.1033385|.1389594|2.39|.6926001|254300|910|.019|49895|.076|.9088256|.0967449|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Oregon"|"Umatilla County"|77129|26908|.8576281|.0095943|.0103722|.2679278|.2804393|2.69|.6569793|170900|757|.016|54699|.134|.8740033|.0710239|"Catholic"|"Evangelical Protestant"|"Mormon"
"Oregon"|"Union County"|26337|10708|.9172647|.0075179|.0112769|.048449|.1047576|2.39|.6454053|185400|818|.016|52171|.091|.9219349|.1102631|"Evangelical Protestant"|"Mormon"|"Catholic"
"Oregon"|"Wallowa County"|7004|3214|.9490291|.0017133|.00257|.0309823|.0755283|2.14|.6966397|239100|681|.025|51224|.101|.9406053|.1383495|"Evangelical Protestant"|"Church of Christ"|"Mainline Protestant"
"Oregon"|"Wasco County"|26130|10305|.8813242|.0030616|.0091083|.1819747|.2086108|2.42|.621834|212900|842|.017|53105|.076|.9072713|.086682|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Oregon"|"Washington County"|589481|219053|.7586352|.0201822|.1061018|.1665889|.2935447|2.66|.6163896|386600|1359|.006|82215|.057|.9355569|.1878737|"Evangelical Protestant"|"Catholic"|"Mormon"
"Oregon"|"Wheeler County"|1415|640|.9321555|0|.0028269|.0862191|.1116608|2.18|.7609375|155300|656|.037|40926|.091|.9477032|.0876325|"Evangelical Protestant"|"Assemblies of God"|"United Methodist"
"Oregon"|"Yamhill County"|104831|36808|.8754281|.0083754|.0145472|.1587221|.1869008|2.7|.7001739|295900|1052|.011|63902|.091|.918049|.1182093|"Evangelical Protestant"|"Catholic"|"Mormon"
"Pennsylvania"|"Adams County"|102470|39345|.9274715|.0143261|.0071436|.0709183|.1104421|2.5|.7800737|205800|922|.008|67253|.05|.9324192|.0893335|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Pennsylvania"|"Allegheny County"|1221744|541541|.7989988|.1285539|.037151|.0210985|.1234285|2.19|.6428507|154700|890|.003|61043|.073|.9507589|.1750661|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Armstrong County"|65867|28137|.9765892|.0083198|.0030516|.0077277|.0726768|2.31|.7596048|109400|666|.008|51410|.08|.949899|.082697|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Beaver County"|165833|71167|.9035174|.058179|.0053065|.0160463|.0773971|2.29|.73128|141100|698|.007|57807|.075|.9539235|.1216706|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Bedford County"|48337|19882|.9759604|.0064133|.0039514|.0121853|.0750357|2.41|.7907655|136700|691|.009|50509|.079|.9232472|.065064|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Berks County"|418025|154712|.8240512|.0542958|.0139944|.210308|.2368901|2.62|.7152322|178700|939|.005|63728|.084|.9296238|.1089839|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Pennsylvania"|"Blair County"|123157|52126|.9546351|.0166698|.0061385|.012683|.0748394|2.3|.6978667|123600|722|.008|49181|.108|.9410346|.1014559|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Bradford County"|60963|25021|.9667175|.0055279|.0071683|.0147795|.086003|2.41|.7401782|150600|738|.008|52358|.09|.9240359|.0855765|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Bucks County"|626806|238830|.8756952|.0404033|.0483116|.0531887|.1661088|2.58|.769807|330600|1228|.003|89139|.039|.9508747|.1743315|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Butler County"|186899|76502|.9582609|.0097432|.0124987|.0149278|.0832482|2.37|.7589475|205600|869|.006|70668|.054|.9582181|.1651587|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Cambria County"|133009|56674|.9352676|.0347195|.0043531|.0163448|.0728673|2.23|.7410806|91900|634|.007|46659|.103|.9343804|.0962491|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Cameron County"|4611|2184|.9648666|.0008675|.008458|.0110605|.0685318|2.07|.7197802|78500|600|.031|41165|.106|.9603123|.0789417|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Carbon County"|63887|26043|.956924|.0232442|.0056349|.0475058|.0899557|2.42|.7584764|146400|830|.012|57006|.074|.9454036|.0815189|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Pennsylvania"|"Centre County"|161960|58201|.8758274|.0381144|.0612682|.0294949|.1558471|2.46|.6152128|234900|1000|.01|60403|.054|.9124722|.1445727|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Chester County"|519560|190980|.8477|.0585842|.054754|.0741435|.1749018|2.65|.7497749|357100|1330|.004|100214|.037|.9384017|.2140176|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Clarion County"|38715|16021|.9640966|.0136123|.0059667|.0096345|.0905334|2.34|.6911554|116900|649|.013|46680|.096|.9150459|.0891644|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Clearfield County"|79908|31248|.9466261|.0288081|.0050183|.0295715|.0879637|2.38|.7677931|96100|666|.008|49015|.095|.8839666|.0727086|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Clinton County"|38915|14690|.9622768|.0178851|.0083001|.0151612|.113401|2.54|.7019742|136600|736|.013|50923|.091|.9155595|.0810484|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Pennsylvania"|"Columbia County"|65715|26372|.9513049|.0179107|.0111847|.0275432|.0703492|2.32|.6923631|151700|758|.01|50550|.094|.9447615|.0931599|"Mainline Protestant"|"United Methodist"|"Catholic"
"Pennsylvania"|"Crawford County"|85665|35164|.954824|.016156|.0056616|.0130625|.1066363|2.34|.7289557|113200|664|.009|50304|.09|.8988852|.0910407|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Cumberland County"|249328|99804|.8773263|.0396426|.0426386|.0393658|.141733|2.37|.7034788|202900|991|.007|71269|.043|.9172977|.1583015|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Dauphin County"|275632|112212|.7012321|.1952821|.0438012|.0923586|.1744427|2.39|.6321338|167900|949|.007|60715|.088|.9351309|.132978|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Delaware County"|564554|207257|.687456|.2157491|.0568484|.0380336|.1755191|2.62|.6878513|244400|1078|.004|74477|.071|.9392919|.1519164|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Elk County"|30340|14020|.9776862|.0088332|.0050428|.0081411|.0626236|2.13|.785592|103200|591|.015|53440|.054|.960646|.1031971|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Erie County"|273835|110318|.8646776|.071806|.016572|.042113|.1207662|2.36|.6606175|134100|753|.006|51529|.108|.9319298|.1227893|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Fayette County"|131302|54837|.9248526|.0419034|.00361|.0122694|.0814687|2.3|.7440962|101500|675|.007|47364|.125|.9272974|.0859317|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Forest County"|7313|1839|.6967045|.2588541|.0010939|.0553808|.0793108|1.97|.839043|95900|520|.021|39717|.133|.4761384|.0421168|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Pennsylvania"|"Franklin County"|154147|60438|.9242476|.0374578|.0084076|.0564007|.1247575|2.51|.7118204|180400|883|.008|63379|.064|.9020481|.0895963|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Pennsylvania"|"Fulton County"|14506|5989|.9657383|.0152351|.0026196|.011995|.0608024|2.42|.7744198|161000|663|.009|53476|.08|.9367848|.0561836|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Pennsylvania"|"Greene County"|36870|14230|.9403037|.0312449|.0035801|.0152699|.0806347|2.34|.7484188|122900|672|.01|54776|.099|.8890154|.0836995|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Huntingdon County"|45369|16779|.9151403|.0561617|.0059292|.0197492|.0833168|2.37|.7566005|136400|642|.009|51678|.09|.8669136|.0840442|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Pennsylvania"|"Indiana County"|85032|33246|.9468906|.0229913|.0098786|.0129481|.10783|2.38|.7116646|121100|709|.011|49320|.082|.9094341|.0869673|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Jefferson County"|43846|18427|.9784929|.0052684|.0027597|.0091913|.1066688|2.34|.7428773|103900|669|.008|47603|.107|.9095014|.0722985|"Mainline Protestant"|"Catholic"|"United Methodist"
"Pennsylvania"|"Juniata County"|24624|9372|.9698668|.0109649|.0039392|.0382148|.1540367|2.6|.7453052|148900|673|.013|53879|.059|.8819444|.0644899|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Pennsylvania"|"Lackawanna County"|210652|87161|.91091|.0279988|.028108|.0752188|.1470102|2.32|.6428104|152400|792|.006|52821|.107|.937646|.1263268|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Lancaster County"|540999|201620|.8845044|.0417376|.021928|.1048338|.2245642|2.63|.6805724|209400|1009|.005|66056|.066|.8730312|.1164679|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Pennsylvania"|"Lawrence County"|86727|37055|.9307021|.0363555|.0046468|.0145399|.0928431|2.28|.7454864|111300|696|.01|50204|.101|.9390732|.1048001|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Lebanon County"|139729|53579|.8659977|.0246835|.0142347|.1311682|.1843282|2.55|.6995091|171300|874|.009|60281|.087|.9023181|.0900028|"Mainline Protestant"|"Evangelical Protestant"|"United Methodist"
"Pennsylvania"|"Lehigh County"|365052|138714|.793161|.0737758|.0334747|.2448062|.290271|2.56|.644196|208200|1072|.006|63897|.092|.9221508|.1228017|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Pennsylvania"|"Luzerne County"|317663|128660|.8760951|.0510352|.0124912|.1189625|.1661383|2.37|.6795508|127000|785|.006|53473|.108|.9265794|.1011386|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Lycoming County"|114330|45608|.9206157|.0495495|.007076|.0200297|.0897752|2.37|.6924443|155800|787|.009|54241|.092|.9190326|.1090702|"Mainline Protestant"|"Catholic"|"United Methodist"
"Pennsylvania"|"Mckean County"|41401|17147|.9451945|.0253134|.0051206|.0209657|.0787421|2.24|.740596|80400|657|.011|48647|.112|.914205|.085795|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Mercer County"|111518|46340|.9127495|.0570132|.007371|.0149752|.0882279|2.25|.7250108|121100|689|.008|50696|.104|.9069209|.1020822|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Mifflin County"|46276|19043|.9689472|.0053591|.0033062|.0156453|.1501858|2.39|.7131229|117900|682|.012|50219|.093|.8659348|.0589074|"Evangelical Protestant"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Monroe County"|168032|57098|.7632236|.1470196|.0243763|.1589043|.19482|2.9|.7699044|168000|1108|.009|63934|.079|.9293171|.1092589|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Pennsylvania"|"Montgomery County"|823823|316206|.7906504|.0918765|.0760309|.0514067|.1845712|2.53|.717839|316100|1295|.004|91546|.04|.9478456|.1957775|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Montour County"|18259|7404|.938989|.0179637|.0346131|.0276028|.1139164|2.36|.6715289|185100|721|.026|58333|.068|.9121529|.1242675|"Mainline Protestant"|"Catholic"|"Evangelical Lutheran"
"Pennsylvania"|"Northampton County"|302809|114185|.8555063|.0570128|.0280606|.1323871|.1748957|2.55|.7137803|219800|1078|.005|70471|.059|.9459461|.1327404|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Pennsylvania"|"Northumberland County"|91761|39075|.9459792|.0267761|.0041303|.034786|.0872593|2.24|.7077159|117400|663|.009|48671|.093|.9158684|.081636|"Mainline Protestant"|"Catholic"|"Evangelical Protestant"
"Pennsylvania"|"Perry County"|46053|18231|.968558|.0095108|.0035177|.0203896|.1090917|2.49|.7898086|169300|792|.009|63718|.055|.8985299|.0809285|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Pennsylvania"|"Philadelphia County"|1579075|601337|.4066051|.4213435|.0723936|.1468315|.2838909|2.55|.5302717|163000|1042|.003|45927|.192|.9105425|.1176949|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Pennsylvania"|"Pike County"|55453|22119|.8849657|.0635854|.01192|.1091375|.1460696|2.49|.8323613|185700|1200|.009|65928|.075|.9369015|.1203181|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Potter County"|16806|6480|.9726288|.0039867|.0035107|.0136261|.0758658|2.55|.7621914|109600|663|.01|45419|.084|.919017|.0720576|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Pennsylvania"|"Schuylkill County"|142674|58749|.9367299|.0318068|.0049273|.0440445|.0983431|2.3|.7565405|102100|703|.007|52280|.088|.9004374|.0817108|"Catholic"|"Mainline Protestant"|"Evangelical Lutheran"
"Pennsylvania"|"Snyder County"|40483|14794|.9639108|.0104982|.006793|.0214164|.1397624|2.58|.7216439|166100|727|.01|58997|.076|.887286|.0834671|"Mainline Protestant"|"United Methodist"|"Evangelical Lutheran"
"Pennsylvania"|"Somerset County"|74361|29644|.9515337|.0257259|.0033754|.0149944|.0851387|2.33|.7806976|107000|607|.006|49089|.09|.8704563|.0790737|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Pennsylvania"|"Sullivan County"|6135|2723|.9561532|.0244499|.000815|.0182559|.0575387|2.09|.8196841|154400|643|.013|47407|.06|.8955175|.0883456|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Susquehanna County"|40970|17235|.9749573|.0067122|.0038321|.0171833|.0688064|2.36|.7705831|167700|727|.008|54966|.085|.9276299|.0886502|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Tioga County"|40944|16310|.9686157|.0072538|.0056419|.0126514|.0650889|2.47|.7282035|142100|728|.01|51324|.091|.9169598|.0848476|"Mainline Protestant"|"United Methodist"|"Evangelical Protestant"
"Pennsylvania"|"Union County"|45111|14533|.868746|.0642415|.0167143|.0588327|.147791|2.46|.7239386|189500|769|.017|59399|.084|.7912926|.0941012|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Pennsylvania"|"Venango County"|51818|22050|.9664595|.0078544|.0037632|.0109421|.0669459|2.3|.7505215|89400|622|.009|49945|.092|.926512|.0924968|"Mainline Protestant"|"United Methodist"|"Catholic"
"Pennsylvania"|"Warren County"|39756|17115|.9770349|.0048295|.0048043|.0108663|.0818996|2.28|.7687409|98000|614|.009|50250|.082|.9324379|.0941242|"Mainline Protestant"|"Catholic"|"United Methodist"
"Pennsylvania"|"Washington County"|207212|84948|.9358966|.0313592|.009512|.017084|.0777513|2.38|.7561331|167900|772|.006|63543|.061|.9531736|.14268|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Pennsylvania"|"Wayne County"|51422|18841|.9372253|.0318735|.0059119|.0446696|.0875501|2.52|.8098827|181300|820|.011|56096|.067|.8800902|.0938314|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Westmoreland County"|352590|152283|.9465215|.0236252|.0092374|.011875|.0702317|2.26|.7720691|153100|721|.004|60471|.067|.9571627|.1376386|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"Wyoming County"|27327|10790|.9709811|.0108684|.0021956|.0187726|.0648077|2.46|.7722892|167900|799|.01|59415|.076|.9518059|.0923995|"Catholic"|"Mainline Protestant"|"United Methodist"
"Pennsylvania"|"York County"|445565|172421|.8841808|.0592394|.0153311|.0745593|.1303222|2.53|.7488009|177100|957|.004|66457|.065|.9381303|.1137679|"Mainline Protestant"|"Evangelical Protestant"|"Catholic"
"Rhode Island"|"Bristol County"|48764|19217|.9419039|.0133295|.02063|.0304733|.1521409|2.34|.7072904|358100|1037|.012|83092|.049|.9658149|.1779797|"Catholic"|"Mainline Protestant"|"Episcopal"
"Rhode Island"|"Kent County"|163869|69422|.9131806|.0192654|.0273023|.0497776|.1362735|2.34|.7013915|236300|1079|.007|73521|.046|.9599009|.1547273|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Rhode Island"|"Newport County"|82801|34777|.8986365|.0400961|.0195167|.05698|.1345274|2.27|.6324008|387900|1285|.01|79454|.054|.9213898|.2098405|"Catholic"|"Mainline Protestant"|"Episcopal"
"Rhode Island"|"Providence County"|635737|237971|.7291805|.0986225|.0415754|.227808|.3557367|2.56|.5416501|233500|967|.005|58974|.114|.9318083|.1198168|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"Rhode Island"|"Washington County"|126060|49102|.9285182|.0137712|.0192845|.0320403|.0966762|2.43|.739644|343000|1133|.009|85531|.047|.9659289|.1790338|"Catholic"|"Mainline Protestant"|"Evangelical Protestant"
"South Carolina"|"Abbeville County"|24627|9660|.6992732|.2762821|.0032079|.0149023|.0790596|2.46|.7503105|90800|681|.024|38741|.137|.8803752|.0767856|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Aiken County"|168301|67598|.7067456|.2495648|.0093285|.0571714|.1177949|2.45|.725628|147300|819|.009|51399|.119|.8881884|.1200587|"Evangelical Protestant"|"Southern Baptist"|""
"South Carolina"|"Allendale County"|9024|3365|.2335993|.7384752|.0015514|.0334663|.0833333|2.35|.6820208|49200|602|.026|27185|.21|.8020833|.049867|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Anderson County"|198064|76798|.7975604|.157439|.0093152|.0375232|.1009017|2.55|.7172192|145800|778|.009|50865|.108|.895453|.0967869|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Bamberg County"|14376|5334|.3642877|.6111575|.003478|.0208681|.0718559|2.49|.7064117|75400|794|.033|31422|.156|.8535754|.0785337|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Barnwell County"|21346|8360|.5089009|.4583997|.0016865|.0245479|.084606|2.52|.6955742|81900|621|.021|35803|.212|.8712639|.0525157|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Beaufort County"|186095|71477|.7468927|.1774739|.0130471|.1108842|.1579462|2.53|.7334387|298100|1202|.008|68377|.065|.8579758|.1727343|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"South Carolina"|"Berkeley County"|215044|76881|.6660869|.2402299|.0221629|.0660609|.1421802|2.75|.7192284|185500|1109|.009|63309|.086|.8675202|.11041|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Calhoun County"|14663|6179|.5571166|.4092614|.0002728|.037714|.0920003|2.34|.8032044|107200|666|.026|46339|.14|.8996113|.0999113|"African Methodist Episcopal"|"Mainline Protestant"|"Evangelical Protestant"
"South Carolina"|"Charleston County"|401165|159195|.6825545|.2673189|.0150861|.051328|.1244725|2.45|.6155093|315600|1190|.006|64022|.087|.875879|.1985293|"Evangelical Protestant"|"Mainline Protestant"|""
"South Carolina"|"Cherokee County"|56895|20699|.7553212|.2007382|.0058353|.0435715|.0973372|2.71|.6894053|101500|712|.012|36883|.136|.8900079|.0634854|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Chester County"|32311|12653|.6040667|.370524|.0020117|.0202098|.0817369|2.54|.7609262|95600|661|.012|42442|.162|.8889233|.0648695|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Chesterfield County"|45953|17900|.6296651|.3199138|.0050051|.0431963|.0936827|2.52|.7107821|81500|670|.015|41505|.171|.8803995|.0494636|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Clarendon County"|33957|13161|.4926525|.4748358|.0059193|.0310393|.0861678|2.47|.7699263|102000|606|.011|40900|.18|.8535501|.0672615|"Evangelical Protestant"|"Black Protestant"|"African Methodist Episcopal"
"South Carolina"|"Colleton County"|37585|15075|.5726486|.3834243|.0014367|.0320607|.0868432|2.45|.7494527|90400|749|.013|36324|.163|.8678994|.0671012|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Darlington County"|67027|26484|.5660555|.4109836|.0036851|.0204097|.0777149|2.48|.6957031|92600|675|.009|38448|.159|.887881|.082892|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Dillon County"|30689|11029|.4672684|.4887093|.0007169|.0276321|.103555|2.75|.5936168|79300|590|.02|30812|.267|.8471439|.0493011|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Dorchester County"|158299|55351|.6745399|.2509176|.018105|.0537969|.1202029|2.83|.7166447|198800|1099|.011|63080|.09|.8892539|.1250482|"Evangelical Protestant"|"Mainline Protestant"|"Southern Baptist"
"South Carolina"|"Edgefield County"|26927|9176|.6002525|.3532142|.0030081|.0596427|.0918038|2.64|.7407367|129300|637|.015|49127|.126|.8266424|.0744977|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"South Carolina"|"Fairfield County"|22565|9191|.3910924|.5864835|.001817|.0218923|.0686461|2.42|.752584|103000|712|.017|38213|.157|.8840239|.0888987|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Florence County"|138475|52188|.5364001|.4274634|.013071|.0264091|.0965951|2.6|.6570859|131900|772|.007|47058|.142|.8872576|.1013035|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Georgetown County"|61952|25498|.6475013|.3090941|.0051169|.0307012|.0792388|2.41|.7882579|188800|901|.013|48456|.127|.8900762|.1241606|"Evangelical Protestant"|"Mainline Protestant"|"Black Protestant"
"South Carolina"|"Greenville County"|507003|192975|.7354414|.1765354|.0251517|.0915162|.1755433|2.57|.6748439|183800|918|.005|60351|.081|.8848804|.1511056|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Greenwood County"|70411|27612|.6434648|.3167829|.0103109|.0601895|.1063754|2.46|.6403375|122800|733|.012|42336|.162|.8675491|.1082785|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Hampton County"|19564|6993|.4205173|.5341955|.0032202|.0402269|.1031998|2.61|.7597598|72300|607|.014|33429|.17|.8338786|.062155|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"South Carolina"|"Horry County"|332172|131143|.8110015|.1330245|.0136134|.0603603|.11712|2.5|.7180178|181500|959|.007|50704|.103|.857342|.1138567|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Jasper County"|28657|10269|.5238162|.4155704|.0041875|.1343825|.1820498|2.74|.7173045|166200|929|.027|45601|.128|.8278605|.0788987|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"South Carolina"|"Kershaw County"|65112|24980|.7120039|.2363159|.0018276|.0443236|.1018553|2.59|.8210168|131100|775|.014|51479|.114|.8883309|.0865125|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Lancaster County"|92308|33899|.742785|.210296|.01313|.0538198|.1203904|2.66|.7970442|199800|776|.015|58849|.094|.8934653|.1277246|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"South Carolina"|"Laurens County"|66846|25563|.7010143|.2405978|.0047422|.0488137|.105197|2.52|.6981966|101200|734|.017|43304|.16|.8666936|.0740358|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
