state|county|totpop|totalhouseholds|whitepct|blackpct|asianpct|hispanpct|foreignlangpct|average_household_size|home_own_pct|median_home_value|median_rent|pct_moved_last_two_years|median_income|percent_poor|healthpct|bachelorpct|firstreg|secondreg|thirdreg
"Alabama"|"Baldwin County"|212830|80930|.8620542|.0926467|.0092515|.045628|.1060001|2.59|.7524527|197900|1020|.009|58320|.069|.9003712|.1494197|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Barbour County"|25361|9345|.4680021|.4757699|.0052837|.0435708|.1208154|2.41|.6089888|90700|576|.017|32525|.237|.7858917|.0539017|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Bibb County"|22493|6891|.7678834|.2229138|.0012004|.0257413|.0801138|2.99|.744159|92800|734|.028|47542|.15|.8194105|.04637|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Blount County"|57681|20847|.9545951|.0160885|.0036754|.0926128|.1363881|2.74|.7877872|127800|667|.009|49358|.096|.8851788|.0594997|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Alabama"|"Bullock County"|10248|3521|.2189696|.7480484|.004879|.025566|.0850898|2.79|.7111616|70300|654|.032|37785|.257|.8531421|.0514247|"Black Protestant"|"Evangelical Protestant"|"Southern Baptist"
"Alabama"|"Butler County"|19828|6506|.5184587|.453954|.0034799|.0139701|.0702038|3|.6995081|95900|620|.012|40688|.156|.8999395|.0677325|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Calhoun County"|114618|44605|.7366993|.207908|.0088468|.0379696|.098632|2.5|.7006838|118000|716|.009|47255|.133|.8909333|.0725104|"Evangelical Protestant"|"Southern Baptist"|""
"Alabama"|"Chambers County"|33660|13448|.5770351|.3956031|.0111705|.0237671|.0835413|2.46|.6745985|97100|749|.017|42289|.129|.8860071|.067142|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Cherokee County"|25903|10737|.9285411|.0459792|.0024708|.0159441|.0604949|2.39|.7734004|123400|620|.02|41919|.118|.9041038|.0484114|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Alabama"|"Chilton County"|44055|16927|.8361139|.0917263|.0044263|.0784701|.1331744|2.58|.7449636|107300|726|.022|47468|.154|.8635796|.0553853|"Evangelical Protestant"|"Southern Baptist"|""
"Alabama"|"Choctaw County"|12925|5300|.5676596|.4255319|.0013153|.0041006|.0676983|2.4|.8090566|74100|525|.014|35892|.184|.8876595|.0553191|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Clarke County"|24128|9090|.5297165|.4577255|.0043103|.0032742|.065194|2.61|.7009901|112500|555|.016|37404|.174|.8919513|.050315|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Clay County"|13337|5198|.8316713|.1555822|.0015746|.0314164|.0809777|2.52|.754521|107800|535|.018|40845|.147|.880033|.0421384|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Alabama"|"Cleburne County"|14916|5680|.9385895|.0274873|.0002011|.0246045|.0840708|2.6|.7612676|116500|585|.021|44741|.102|.8667203|.0707965|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Coffee County"|51662|19924|.7571909|.1690411|.0144207|.0728388|.1225078|2.56|.6574483|147400|803|.013|55637|.12|.8738918|.1044094|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Colbert County"|54771|21880|.7903635|.1619835|.0047288|.0284275|.082781|2.48|.7219378|120800|697|.014|48065|.118|.9200124|.0820142|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Conecuh County"|12394|4553|.5072616|.4775698|.0045183|.0067775|.0606745|2.71|.7610367|81000|536|.021|37837|.127|.8700178|.0584154|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Coosa County"|10757|4032|.6579902|.3360602|0|.0101329|.0404388|2.57|.7924107|84000|589|.025|38990|.081|.885191|.0659106|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Covington County"|37200|14852|.845699|.1348925|.0049462|.0169086|.0737903|2.46|.7447482|97600|612|.012|42189|.14|.8758065|.0698656|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Crenshaw County"|13844|4943|.7135943|.2331696|.0126409|.0079457|.0754117|2.77|.7548048|81000|537|.014|43163|.089|.8975729|.0891361|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Cullman County"|82853|31034|.9511303|.0129506|.0037898|.0435832|.0993929|2.63|.7480828|128600|706|.012|44918|.111|.8797147|.0618083|"Evangelical Protestant"|"Southern Baptist"|""
"Alabama"|"Dale County"|49277|18806|.7235627|.2029344|.0141851|.065142|.1237494|2.55|.600872|112000|730|.013|47214|.133|.8302656|.0821276|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Dallas County"|39149|15910|.2785767|.7073744|.0056706|.0107027|.0747145|2.42|.5934004|83300|643|.013|33845|.226|.8828578|.0588776|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Dekalb County"|71310|26040|.8543542|.0145702|.001206|.1455055|.1811667|2.7|.7153226|106100|628|.011|40440|.159|.8537092|.0522648|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Elmore County"|81144|29708|.7530317|.2150375|.0054101|.0296263|.0908755|2.58|.7325636|166600|892|.015|60891|.09|.8692572|.1126762|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Escambia County"|37057|13089|.6220957|.3205332|.0027525|.0233424|.0702431|2.61|.6832455|99400|616|.011|36275|.164|.7914834|.0569933|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Etowah County"|102748|38942|.7983319|.1589325|.0074357|.038755|.0964009|2.6|.7258744|113700|669|.011|44637|.141|.8873847|.0768774|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Alabama"|"Fayette County"|16494|6802|.8529162|.1181036|.004729|.0180065|.0656602|2.38|.7725669|88500|527|.019|39856|.142|.9132412|.0643871|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Franklin County"|31466|11048|.8300388|.0440158|.0037183|.1716138|.2205873|2.83|.707911|95000|581|.014|43514|.145|.8773915|.0578084|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Geneva County"|26417|10383|.8657304|.0960745|.0043533|.039785|.0892228|2.52|.7200231|100900|625|.016|41732|.165|.8645569|.0537154|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Greene County"|8324|2951|.1728736|.7950504|0|.0174195|.072321|2.8|.6706201|80400|612|.039|24145|.294|.8664104|.0424075|"Evangelical Protestant"|"Black Protestant"|"Southern Baptist"
"Alabama"|"Hale County"|14809|5650|.3953001|.5939631|.0022284|.0002701|.0768452|2.59|.7584071|89300|577|.02|34046|.166|.8914174|.062462|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Henry County"|17133|6630|.7072901|.2664449|.0039689|.0262067|.0719664|2.53|.8333333|118800|627|.017|50017|.109|.8847837|.0729586|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Houston County"|104702|39311|.6909515|.2689251|.0088824|.0332276|.0964643|2.64|.6570426|137600|754|.006|47580|.141|.8870127|.092472|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Jackson County"|51852|20695|.9152203|.0348878|.0044743|.0292949|.0669405|2.47|.7552066|104900|590|.012|41769|.15|.8961853|.067982|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Jefferson County"|659680|261231|.5180815|.4294673|.0158152|.0387415|.1185666|2.47|.6270274|159100|900|.005|53901|.119|.8984478|.1387718|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Lamar County"|13885|5856|.8753331|.1065178|.0012243|.0164926|.0617933|2.34|.7563183|80900|425|.016|38364|.147|.8833994|.0589125|"Evangelical Protestant"|"Southern Baptist"|"Free Will Baptist"
"Alabama"|"Lauderdale County"|92556|38471|.8690522|.1036778|.0064069|.0267514|.0845218|2.35|.6813964|145000|663|.014|48094|.1|.9010437|.1021544|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Lawrence County"|33058|12677|.7804163|.105935|.0019662|.0219009|.0712687|2.59|.7766033|110500|551|.013|44886|.139|.902172|.0595922|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Lee County"|161152|60237|.703429|.2291005|.0428105|.0367665|.128022|2.58|.6160831|169300|856|.012|51463|.116|.9151981|.1179942|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Limestone County"|94727|32143|.8023372|.1375321|.0138187|.0601729|.1182028|2.86|.7762499|158800|691|.011|59686|.1|.8753048|.1208737|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Alabama"|"Lowndes County"|10079|4251|.2477428|.7463042|0|.0049608|.0647882|2.35|.7426488|70000|586|.019|30036|.224|.903165|.064689|"Evangelical Protestant"|"Black Protestant"|"Southern Baptist"
"Alabama"|"Macon County"|18708|7474|.1603592|.8317298|.0017105|.0081249|.0680992|2.2|.6548033|80800|641|.016|33370|.181|.9121231|.0755826|"Black Protestant"|"Evangelical Protestant"|"African Methodist Episcopal Zion"
"Alabama"|"Madison County"|362276|148189|.6794047|.2429391|.0263749|.0494871|.124038|2.38|.6683762|186100|857|.007|65449|.09|.903452|.177627|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Marengo County"|19321|7361|.4575332|.535583|0|.0101444|.0554319|2.59|.7148485|84400|563|.019|33241|.141|.9011438|.0587961|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Marion County"|29866|11997|.9287819|.0358267|.0018081|.0260162|.0816313|2.45|.7514378|92800|512|.014|35930|.137|.8983124|.0563517|"Evangelical Protestant"|"Southern Baptist"|"Free Will Baptist"
"Alabama"|"Marshall County"|95643|34883|.9302197|.0266512|.005991|.1396548|.1843209|2.71|.7017745|128800|649|.009|45983|.149|.8693265|.0868438|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Alabama"|"Mobile County"|414114|156251|.5861067|.3575102|.0191445|.029021|.108714|2.6|.6454551|130200|853|.006|47583|.141|.8757299|.1037927|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Monroe County"|21270|8166|.5447579|.4243535|.0027268|.0038082|.0575458|2.57|.6364193|102200|582|.02|30441|.233|.8758816|.0627645|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Montgomery County"|226941|89527|.3580887|.5790403|.0281263|.0351545|.1253894|2.46|.5837904|129800|884|.01|50124|.15|.8793166|.1301263|"Evangelical Protestant"|"Black Protestant"|"Southern Baptist"
"Alabama"|"Morgan County"|119213|45918|.7991159|.1277545|.0063751|.0835647|.1363694|2.55|.7272094|137000|658|.009|52156|.12|.890012|.1062804|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Perry County"|9293|3070|.2945228|.6984828|.0008609|.0118369|.0641343|2.76|.7185668|65000|507|.035|23447|.265|.8919617|.0814592|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Pickens County"|20243|7637|.5669614|.4018179|.0005928|.0486588|.0997382|2.41|.7525206|96000|457|.014|39848|.181|.8330781|.0713333|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Pike County"|33333|11601|.5790358|.3683137|.0220202|.0225002|.1097111|2.71|.6227911|120000|669|.026|37446|.132|.897069|.0815408|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Randolph County"|22647|8702|.7706098|.2040888|.0020753|.0294962|.077847|2.55|.7664905|96100|620|.017|43395|.13|.8990153|.066808|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Russell County"|57952|23262|.4921142|.4365682|.0095424|.0549075|.1327133|2.47|.6017969|122000|803|.021|42443|.158|.8588315|.0768395|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"St. Clair County"|87989|32036|.8725409|.0960006|.008467|.0242417|.08334|2.68|.798945|154900|819|.013|58308|.093|.8944186|.0740093|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Shelby County"|213432|79630|.8011826|.121247|.0206108|.0571985|.1357669|2.64|.8052619|211900|1047|.008|77799|.043|.9309241|.1935089|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Sumter County"|12797|5202|.2523248|.7192311|.0214113|.0053137|.0876768|2.29|.6407151|74400|518|.026|24320|.224|.8656716|.07197|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Talladega County"|80387|31395|.639382|.3261099|.0061453|.0229142|.0841803|2.45|.7129161|105300|628|.013|41325|.148|.8726286|.0655579|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Tallapoosa County"|40541|16205|.6995388|.2743642|.0035766|.0241977|.0803384|2.46|.7485961|109300|665|.013|45828|.143|.9065144|.0837177|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Alabama"|"Tuscaloosa County"|207305|72461|.6421939|.3198524|.0161164|.037153|.1118063|2.72|.6374602|170400|846|.01|53326|.111|.9206772|.1144497|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Walker County"|64110|25019|.9058961|.0617844|.005163|.0248791|.0831072|2.53|.7724929|104300|626|.013|43629|.12|.8725784|.0513648|"Evangelical Protestant"|"Southern Baptist"|"Church of God"
"Alabama"|"Washington County"|16541|5990|.6633214|.235415|.0025391|.0145699|.0605767|2.74|.8265442|89100|730|.019|41370|.168|.8994015|.0483647|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Alabama"|"Wilcox County"|10681|3854|.2729145|.6937553|.0002809|.0053366|.0885685|2.71|.6790348|79400|509|.023|31014|.215|.8687389|.0587024|"Evangelical Protestant"|"Black Protestant"|"African Methodist Episcopal"
"Alabama"|"Winston County"|23784|9592|.9605197|.0073158|.0015557|.0315338|.079339|2.44|.7940993|86100|529|.019|35788|.128|.8649092|.0526404|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Alaska"|"Aleutians East Borough"|3385|890|.1506647|.0419498|.1967504|.0901034|.3592319|2.61|.6382023|119900|939|.014|69250|.105|.5361891|.0614476|"Orthodox"|"Evangelical Protestant"|"Converge Worldwide"
"Alaska"|"Aleutians West Census Area"|5698|1187|.2913303|.0335205|.4027729|.1405756|.5954721|3.74|.2822241|279200|1341|.022|87466|.048|.7922078|.1009126|"Orthodox"|"Evangelical Protestant"|""
"Alaska"|"Anchorage Municipality"|293531|106567|.625968|.0556704|.0963305|.0917348|.2377841|2.69|.6133888|314800|1320|.007|84928|.059|.8541108|.1451056|"Evangelical Protestant"|"Catholic"|""
"Alaska"|"Bethel Census Area"|18134|4489|.1115033|.0074446|.0107533|.0259733|.6649388|3.83|.581644|83600|1352|.02|53553|.238|.7853204|.040311|"Catholic"|"Orthodox"|"Mainline Protestant"
"Alaska"|"Bristol Bay Borough"|875|314|.5268571|.0057143|.0022857|.0365714|.12|2.51|.5382165|188800|1120|.029|79808|.052|.7817143|.1371429|"Orthodox"|"Catholic"|"Southern Baptist"
"Alaska"|"Denali Borough"|2246|613|.8423865|.0115761|.0258237|.0031167|.1442565|2.32|.8156607|223000|845|.035|81719|.04|.794301|.1901158|"Evangelical Protestant"|""|""
"Alaska"|"Dillingham Census Area"|4961|1427|.1745616|.0159242|.0135053|.0370893|.4388228|3.2|.6201822|183500|1020|.025|56898|.162|.7877444|.0524088|"Orthodox"|"Catholic"|"Evangelical Protestant"
"Alaska"|"Fairbanks North Star Borough"|99072|36188|.7542192|.0445333|.0323704|.0804667|.1712088|2.62|.5892009|240000|1305|.016|76992|.046|.8370579|.1185098|"Evangelical Protestant"|""|""
"Alaska"|"Haines Borough"|2518|1007|.8161239|0|.0131056|.0448769|.1509134|2.46|.6643496|254000|951|.093|58059|.087|.8645751|.1203336|"Evangelical Protestant"|"Catholic"|"Mainline Protestant"
"Alaska"|"Hoonah-Angoon Census Area"|2139|791|.4609631|.0317906|.0158953|.0682562|.1570828|2.51|.7547408|223600|894|.021|59803|.082|.7517532|.1243572|"Orthodox"|"Evangelical Protestant"|"Catholic"
"Alaska"|"Juneau City And Borough"|32227|12676|.6800819|.0099296|.0692277|.0678313|.1791045|2.5|.6478384|345900|1310|.019|88390|.047|.8746393|.1719055|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Alaska"|"Kenai Peninsula Borough"|58464|21630|.8247468|.0062432|.0158046|.0415298|.1372126|2.63|.7281553|242200|987|.01|66064|.075|.8245587|.1047824|"Evangelical Protestant"|""|""
"Alaska"|"Ketchikan Gateway Borough"|13800|5397|.6650724|.0075362|.0821739|.0526812|.1611594|2.51|.6155272|289900|1169|.015|72728|.071|.8665217|.1205797|"Evangelical Protestant"|"Catholic"|"Mormon"
"Alaska"|"Kodiak Island Borough"|13451|4261|.5470968|.0034198|.2271207|.089064|.323396|3.08|.5458813|282100|1458|.033|85839|.078|.7887146|.1107724|"Orthodox"|"Orthodox"|"Evangelical Protestant"
"Alaska"|"Kusilvak Census Area"|8250|1724|.036|.0048485|.0013333|.0112727|.4563636|4.6|.7169374|71500|632|.011|36754|.378|.7992727|.0134545|""|""|""
"Alaska"|"Lake And Peninsula Borough"|1393|421|.2103374|.011486|.0165111|.0014358|.1687007|3.03|.7149644|114900|743|.028|44135|.157|.6661881|.0538406|"Orthodox"|"Bahai"|"Orthodox"
"Alaska"|"Matanuska-Susitna Borough"|105369|31217|.8287352|.0123281|.0137896|.0493314|.1291841|3.31|.7707019|249000|1127|.007|75493|.073|.8346667|.091991|"Evangelical Protestant"|""|""
"Alaska"|"Nome Census Area"|9988|2844|.1556868|.0095114|.0166199|.0274329|.3785543|3.3|.604782|154600|1287|.016|61048|.186|.7751302|.0434521|"Mainline Protestant"|"Evangelical Lutheran"|"Evangelical Protestant"
"Alaska"|"North Slope Borough"|9792|1979|.3142361|.0154208|.0545343|.0203227|.3829657|3.36|.5265285|152500|1000|.029|79306|.108|.8093342|.0751634|"Mainline Protestant"|"Presbyterian"|"Evangelical Protestant"
"Alaska"|"Northwest Arctic Borough"|7715|1795|.1127673|.0121841|.0099806|.0145172|.4244977|4.06|.562117|141400|1304|.021|60906|.228|.7408944|.0430331|"Evangelical Protestant"|"Evangelical Friends International"|"Episcopal"
"Alaska"|"Petersburg Borough"|3257|1187|.7614369|.010132|.0469757|.1169788|.2213694|2.68|.6882898|227400|954|.02|69948|.047|.9014431|.1529014|"Mainline Protestant"|"Evangelical Protestant"|"Evangelical Lutheran"
"Alaska"|"Prince Of Wales-Hyder Census Area"|6407|2371|.4769783|.0045263|.0142032|.0385516|.1125332|2.66|.7275411|174900|783|.017|52379|.143|.7532386|.0877166|"Evangelical Protestant"|"Catholic"|""
"Alaska"|"Sitka City And Borough"|8640|3547|.6428241|.0092593|.0670139|.0675926|.162963|2.36|.5926135|358600|1131|.02|73682|.054|.8131945|.1435185|"Evangelical Protestant"|"Mainline Protestant"|"Catholic"
"Alaska"|"Skagway Municipality"|1107|375|.8491418|.0397471|.0081301|.0569106|.1589883|2.51|.5333334|338500|1004|.036|73906|.035|.8175249|.1942186|"Catholic"|"Mormon"|"Mainline Protestant"
"Alaska"|"Southeast Fairbanks Census Area"|6878|2170|.764321|.0065426|.0266066|.0606281|.2518174|3.05|.735023|170900|1042|.034|70056|.073|.8169526|.0623728|"Evangelical Protestant"|"Southern Baptist"|"Mormon"
"Alaska"|"Valdez-Cordova Census Area"|9243|3177|.7176241|.0037866|.0406794|.052364|.1591475|2.83|.7463015|222200|1067|.035|79867|.075|.7894623|.1159797|"Evangelical Protestant"|""|""
"Alaska"|"Wrangell City And Borough"|2502|1027|.6302958|.0003997|.0071942|.0503597|.0847322|2.38|.6786758|216200|844|.02|53894|.034|.8053557|.0999201|"Catholic"|"Evangelical Protestant"|"Assemblies of God"
"Alaska"|"Yakutat City And Borough"|649|219|.4514638|.0077042|.0493066|.0770416|.2003082|2.65|.6621004|202300|900|.083|71607|.024|.7627119|.1325116|"Mormon"|"Assemblies of God"|"Catholic"
"Alaska"|"Yukon-Koyukuk Census Area"|5377|1856|.2274503|.0007439|.0070671|.0265948|.1982518|2.69|.7241379|76500|741|.017|41413|.205|.7251256|.0522596|"Episcopal"|"Catholic"|"Evangelical Protestant"
"Arizona"|"Apache County"|71511|20867|.2283285|.005216|.00344|.0633609|.5690733|3.37|.7889012|59900|506|.006|32508|.288|.7423334|.0482723|"Catholic"|"Mormon"|"Evangelical Protestant"
"Arizona"|"Cochise County"|125867|50163|.8547196|.0407732|.0194253|.3545488|.3254626|2.34|.6892929|146800|783|.01|49260|.124|.8525745|.0989139|"Catholic"|"Evangelical Protestant"|"Mormon"
"Arizona"|"Coconino County"|141274|47447|.639417|.0123306|.019579|.1410805|.281354|2.67|.6104074|280900|1181|.01|59460|.098|.8827243|.1211971|"Mormon"|"Evangelical Protestant"|"Catholic"
"Arizona"|"Gila County"|53546|21945|.7688903|.0070033|.0081986|.187465|.2162627|2.4|.7555708|165800|816|.015|43524|.146|.8875173|.0882979|"Catholic"|"Evangelical Protestant"|"Mormon"
"Arizona"|"Graham County"|37996|11017|.7991894|.019581|.0063165|.3301137|.2597642|3.1|.7026414|138700|769|.018|51353|.182|.845668|.0617433|"Mormon"|"Catholic"|"Evangelical Protestant"
"Arizona"|"Greenlee County"|9522|3132|.9152489|.0219492|.005461|.4679689|.2758874|3.01|.4862708|83800|466|.026|63473|.102|.9490653|.0637471|"Catholic"|"Mormon"|"Evangelical Protestant"
"Arizona"|"La Paz County"|20793|9346|.771173|.0096186|.0072621|.275814|.2183908|2.2|.7153863|79200|565|.033|34643|.174|.8469678|.0583369|"Evangelical Protestant"|"Catholic"|"Mormon"
"Arizona"|"Maricopa County"|4328810|1552096|.7762653|.0562834|.0418942|.3099143|.3168529|2.75|.621928|260200|1127|.002|64468|.099|.8872477|.1381146|"Evangelical Protestant"|"Catholic"|"Catholic"
"Arizona"|"Mohave County"|207695|86889|.9023472|.0106743|.0111413|.1644719|.1440718|2.35|.6927459|160500|826|.009|45587|.106|.8965887|.0629673|"Catholic"|"Evangelical Protestant"|"Mormon"
"Arizona"|"Navajo County"|109270|34990|.471273|.0091974|.0059669|.1142033|.4195662|3.04|.6878251|126100|720|.009|40067|.215|.8488423|.0565205|"Mormon"|"Evangelical Protestant"|"Catholic"
"Arizona"|"Pima County"|1027207|404739|.760318|.0356121|.0292161|.3724517|.3226107|2.46|.6317083|184100|907|.004|53379|.117|.8888763|.1252747|"Catholic"|"Evangelical Protestant"|"Mainline Protestant"
"Arizona"|"Pinal County"|432793|141300|.79889|.0437045|.0164952|.3015552|.2575689|2.87|.7671762|183100|1064|.007|58174|.091|.8565874|.0890518|"Catholic"|"Evangelical Protestant"|"Mormon"
"Arizona"|"Santa Cruz County"|46480|15853|.8571429|.0064759|.0091222|.834617|.8111661|2.91|.6765281|151200|675|.024|41259|.2|.8895224|.0829819|"Catholic"|"Evangelical Protestant"|"Assemblies of God"
"Arizona"|"Yavapai County"|228067|98386|.9131001|.0065551|.0096682|.1454222|.1470489|2.26|.719828|252000|947|.008|52451|.081|.8962761|.1153784|"Evangelical Protestant"|"Catholic"|"Mormon"
"Arizona"|"Yuma County"|209468|73098|.7631906|.0216405|.0132574|.6375628|.5655327|2.79|.6709896|127900|839|.008|45243|.168|.8442244|.062124|"Catholic"|"Evangelical Protestant"|"Mormon"
"Arkansas"|"Arkansas County"|17914|7491|.7212794|.258792|.0004466|.0319303|.0822262|2.36|.6518489|88600|648|.02|46696|.13|.9191694|.0764765|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Ashley County"|20270|7757|.7243217|.25407|.001924|.0543167|.1098175|2.59|.7747841|76400|533|.025|44744|.13|.9152935|.0595955|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Baxter County"|41427|18435|.9669539|.0016173|.004345|.023825|.0590436|2.22|.7614863|133400|703|.013|42260|.095|.9394598|.0873826|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Benton County"|265759|97249|.8756731|.0170869|.0385801|.1661693|.1965653|2.7|.6657344|183400|903|.007|66362|.074|.9052525|.1437844|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Arkansas"|"Boone County"|37331|15034|.9616672|.0033484|.0037234|.0249391|.0770405|2.45|.7179061|124300|636|.02|45374|.11|.9198789|.0750583|"Evangelical Protestant"|"Southern Baptist"|""
"Arkansas"|"Bradley County"|10874|4419|.6588192|.2883024|.0006437|.1538532|.2185948|2.42|.6517311|89800|585|.031|43184|.152|.8826559|.0716388|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Calhoun County"|5192|1850|.7621341|.2166795|0|.039869|.0807011|2.73|.8481081|70000|640|.028|46417|.1|.8990755|.0527735|"Evangelical Protestant"|"Southern Baptist"|"United Methodist"
"Arkansas"|"Carroll County"|27965|11139|.9213302|.0103343|.0138387|.1495798|.1802253|2.49|.7573391|136900|610|.014|46110|.087|.881745|.1020919|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Chicot County"|10615|4068|.4346679|.5392369|.0058408|.0550165|.1205841|2.43|.6177483|69700|601|.027|34147|.227|.8495525|.0769666|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Clark County"|22386|8446|.7022246|.242741|.0069686|.0473064|.1004646|2.34|.5753019|111600|606|.03|41620|.126|.9010096|.1005986|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Clay County"|14889|6444|.9587615|.0067164|.0002687|.0206192|.0680368|2.29|.6741155|77400|618|.019|37233|.173|.9277319|.0507086|"Evangelical Protestant"|"Southern Baptist"|"Church of Christ"
"Arkansas"|"Cleburne County"|25100|10783|.9692032|.0039044|.0066534|.0242629|.0699602|2.3|.7521098|129900|704|.018|44483|.085|.9063745|.0695617|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Cleveland County"|8128|3217|.8575295|.1279528|0|.0124262|.0612697|2.5|.7603357|97100|630|.019|46684|.134|.933809|.078125|"Evangelical Protestant"|"American Baptist"|"Southern Baptist"
"Arkansas"|"Columbia County"|23776|8562|.6054845|.3613728|.010683|.0271282|.0907217|2.57|.7041579|81900|664|.024|36193|.221|.9124748|.0796181|"Evangelical Protestant"|"Southern Baptist"|"Black Protestant"
"Arkansas"|"Conway County"|20858|8309|.8514718|.103893|.0033081|.0392176|.0901333|2.49|.6727645|107600|647|.027|42802|.125|.9277016|.0755106|"Evangelical Protestant"|"Southern Baptist"|"Catholic"
"Arkansas"|"Craighead County"|107345|41375|.78802|.1454562|.0140668|.0505007|.1228935|2.5|.5709487|140700|757|.015|47286|.117|.9033024|.1060413|"Evangelical Protestant"|"Southern Baptist"|"Mainline Protestant"
"Arkansas"|"Crawford County"|62739|23958|.8805687|.0158275|.0187603|.0773363|.1301583|2.59|.7601219|115200|701|.014|46828|.13|.9090518|.0741166|"Evangelical Protestant"|"Southern Baptist"|"Assemblies of God"
